,Unnamed: 0,Name,Price,Discount,Worthy,Final_rating,Number_of_ratings,5star,4star,3star,2star,1star,Brand,Genre,Sub-Genre,Publication_day,Publication_month,Publication_year,Operating_system,Sub_operating_system,Format,Platform,Other_features,Description,Description_bullets_num,Description_size
628,1838,Deal or No Deal: Secret Vault Games - PC,-1.0,-1.0,0,3.9,15,7,4,0,1,1,78,11,0,0,0,0,7,0,3,2,0,"Exciting new addition to the Deal or No Deal PC franchise designed to sell side-by-side with the best-selling original version
Exclusive to the PC
Over 20 Secret Vault Games like Cascading Cases, Dice or No Dice, Dropping Dollars, Lucky Shuffle and more!
Both single and multiplayer game options",4,48
629,1839,"Cabela's Big Game Hunter: Alaskan Adventure, 10th Anniversary Edition",-1.0,-1.0,1,4.0,1,0,1,0,0,0,2,20,10,0,0,0,8,0,1,2,0,"This refurbished product is tested and certified to look and work like new. The refurbishing process includes functionality testing, basic cleaning, inspection, and repackaging. The product ships with all relevant accessories, and may arrive in a generic box",1,38
630,1847,Agatha Christie: Evil Under The Sun - PC,-1.0,-1.0,1,4.2,72,43,12,5,5,5,22,2,0,0,0,0,2,2,1,1,0,"Play as world renowned Belgian detective Hercule Poirot
Over 20 unique characters to interact with each with their own motives
Cinematic camera perspectives emphasizing character facial emotions
Shadowing ability allows Poirot to stealthily follow suspects from a discreet distance
Advanced in-game hint system including automatic journal recording",5,47
631,1848,Tom Clancy's Ghost Recon: Future Soldier - PC,-1.0,-1.0,0,3.9,140,68,28,22,8,12,1,1,0,0,0,0,1,1,2,1,0,"Join the Legendary Ghosts – Control Sergeant Kozak and his unit, across 14 missions in 8 spectacular locales, from Africa to the Arctic Circle.
All-Access Pass to Future War Tech - Fight using the tech of tomorrow including, optical camouflage, augmented reality, drones and more.
Wield over 50 Weapons and Customize Them with Gunsmith Mode - Harness the immense firepower of an army and optimize every aspect of your arsenal in the Gunsmith mode.
Intense Multiplayer - 4 game modes, 10 maps and multiple classes along with GR’s classic siege mode.",4,91
632,1849,Peggle - PC,-1.0,-1.0,1,4.1,45,29,4,0,6,4,17,5,0,0,0,0,3,1,1,1,0,"Wield 10 miraculous magic powers
Master 55 levels of bouncy delight
Play friends or the computer in Duel Mode
Conquer 75 Master challenges
Revel in breathtaking artwork and music",5,29
633,1851,Elder Scrolls IV: Oblivion - PC,-1.0,-1.0,1,4.3,96,61,16,5,5,5,41,3,0,0,0,0,10,1,2,1,0,"Live another life in a whole new world -- gamers can create and play any character they can imagine, from the noble warrior to the sinister assassin to the wizened sorcerer
First-person melee and magic systems bring first person role-playing to a new level of intensity
The groundbreaking new Radiant AI system gives Oblivion's characters full 24/7 schedules and the ability to make their own choices based on the world around them
Features over 1,000 non-player characters who come to life like never before -- facial animations, lip-synching, full speech, even unscripted conversations with each other
The enormous world of Oblivion is open, giving you short challenges and open-ended gameplay -- everything from fighting bandits to mixing potions",5,118
634,1852,Jewel Quest 2 Game Pack the Sapphire Dragon + the Oracle of Ur (Pc Video Game),-1.0,-1.0,0,3.8,8,4,1,0,0,2,2,2,0,0,0,0,17,0,2,1,0,"Play more than 200 all-new Jewel Board puzzles!
5 selectable characters each with their unique abilities that grow in skill throughout the story
Multi-Matching: Jewel quest introduces an important new game-play feature – the ability to continue making matches even while animations are playing.
8 Brand new jewel mechanics
Selectable difficulty modes including a new relaxed mode",5,57
635,1853,"Awakening 3: The Goblin King and Awakening 4: The Skyward Castle, 2 Pack - PC",-1.0,-1.0,1,4.4,16,9,3,3,0,0,2,5,0,0,0,0,1,1,1,1,0,0,0,0
636,1855,ArmA: Combat Operations - PC,-1.0,-1.0,0,3.4,47,18,5,6,7,9,4,1,0,0,0,0,2,0,1,1,0,Brand New in box. The product ships with all relevant accessories,1,11
637,1856,Casino Games 2 - PC,-1.0,-1.0,0,3.7,12,5,2,1,1,1,38,12,0,0,0,0,3,1,1,1,0,"No Limit Texas Hold'em World Championship tournament & numerous other poker games
Omaha, Limit Hold'em, Satellite Poker Tournaments, 7 Card Stud, Pai Gow Poker
Keno, Big 6 Wheel, Craps, Baccarat, Roulette
Licensed casino games - Caribbean Stud Poker, Let It Ride, Three Card Poker, Spanish 21
20 slot machines, including actual casino video slot machines",5,55
638,1857,Penumbra Collection - PC,-1.0,-1.0,1,4.2,38,25,4,4,0,4,48,2,0,0,0,0,1,1,1,1,0,"Physics system allowing for true environmental interaction and direct manipulation of objects
Detailed and highly interactive environments Advanced AI, enabling enemies to cooperate and use the environment
An environmental audio system, to heighten the senses
Wide array of puzzle challenges
An immersive and thought provoking story line",5,47
639,1858,Myth 3 The Wolf Age - PC,-1.0,-1.0,0,3.5,28,14,2,2,2,6,21,4,0,0,0,0,11,7,1,1,0,"An epic story ties together the missions and gives insight into the past - and future
25 levels and 5 unique netplay maps
Over 40 unique units each with their own attacks and spells, with over a dozen skeletal animations each
Beautiful landscapes torn apart by the horrors of war
Create your own maps and units with Vengeance, the Myth 3 tag editor",5,63
640,1859,Expert Crosswords & Word Games (Jewel Case) - PC,-1.0,-1.0,0,2.2,7,1,0,1,0,4,2,20,0,0,0,0,2,0,1,1,0,"150 Daily and themed crossword puzzles
create your own crossword puzzles.
Also play Crypto-mania, Hangman, Word Scramble, and Word Searches",3,20
641,1860,Command & Conquer 3 Limited Collection - PC,-1.0,-1.0,0,3.8,20,8,4,3,1,1,0,4,0,0,0,0,2,6,5,1,0,"Experience the ENTIRE Third Tiberium war
Features Command & Conquer 3 Tiberium Wars and also its expansion pack, Command & Conquer 3 - Kane's Wrath
Gain access to the beta test for Command & Conquer Red Alert 3
Includes the combined 45 single player missions that make up two decades of Tiberium lore, from the rise of Kane and the rebirth of Nod all the way through the Third Tiberium War and beyond
Over two hours of the franchise's trademark high-definition, live-action movies starring Natasha Henstridge, Josh Holloway, Michael Ironside, Billy Dee Williams and of course Joe Kucan as Kane",5,100
643,1863,Brothers In Arms: Earned in Blood - PC,-1.0,-1.0,0,3.5,76,25,15,15,7,11,1,1,0,0,0,0,2,0,1,1,0,"Delve deep into an authentic WWII experience with this military action game
Command 2 squads of American paratroopers with easy 1-button command system
Compelling story; close-quarter urban environments; next-generation A.I. system
Skirmish mode; challenging and dynamic combat; new weapons and vehicles
Single-player narrative, new cooperative multiplayer missions",5,47
644,1864,The Sims 2 Glamour Life Stuff - PC,-1.0,-1.0,1,4.6,222,170,24,15,6,4,0,3,0,0,0,0,2,0,1,1,0,"Electronic Arts
Sims 2 Glamour Life Stuff PC",2,8
645,1866,Tumble Bees Deluxe - PC,-1.0,-1.0,1,4.0,10,3,4,1,1,0,0,20,0,0,0,0,2,6,1,1,0,"100,000 Token Bonus (1,000 hours game play)
Word Game: link letters, build words, fill the honey pot
Strategy Mode: Take your time, build longer words for big bonuses
Challenge Mode: Head-to-head action",4,32
646,1872,Pariah - PC,-1.0,-1.0,0,3.5,35,12,8,4,4,4,112,2,0,0,0,0,2,6,1,1,0,"Use the Use the Weapon Energy Core feature to Upgrade your 7 weapons to suityour unique gaming strategies
Roar through the vast wastelands of Earth crushing enemies under your treads
Ultra realistic, fast paced gameplay in 18 single-player levels and 13 multi-player levels
New twist on multi-player action in the all new exclusive Front Line Assault mode -- plus Capture-the-Flag, Death Match and Team Death Match for up to 16 players",4,71
647,1874,"PopCap Greatest Hits - Bejeweled 2, Peggle, Zuma - PC/Mac",-1.0,-1.0,1,4.1,77,45,12,7,3,8,17,1,0,0,0,0,1,15,1,1,0,"Classic mode - play the classic game with all-new power gems, speed bonuses and badges
Quest mode - challenge your brain with 40 magical puzzles: Butterflies, Cat & Mouse, and more!
Zen - find endless relaxation with customizable settings to suit your style
Lightning - rev up with electrifying gem-matching action
High-definition, full-screen graphics - immerse yourself in Bejeweled like never before",5,62
648,1875,Atari Arcade - PC,-1.0,-1.0,1,4.6,7,5,0,0,0,0,4,8,0,0,0,0,3,4,1,1,0,0,0,0
649,1879,Soldier of Fortune - PC,-1.0,-1.0,0,3.5,57,22,8,8,8,8,2,1,0,0,0,0,3,4,1,1,0,0,0,0
650,1880,Nickelodeon: Rugrats Mystery Adventures - PC/Mac,-1.0,-1.0,1,4.0,4,1,1,0,0,0,112,17,0,0,0,0,17,4,1,1,0,Win. 95/98/MAC,1,2
651,1884,Postal 2: Share The Pain - PC,-1.0,-1.0,0,3.4,33,10,5,6,5,4,71,1,0,0,0,0,3,1,1,1,0,"Accomplish multiple missions during your five-day week, and decide where & when to snap
Explore a massive game world freely -- multiple neighborhoods realistic & destructible environments to shoot up
Over 100 characters you can interact with - some armed, some not. Experiment with the cops, protestors, Gary Coleman and more & see what happens
Powerful AI and realistic graphics make the human & human/animal interactions more real and more exciting
New mission-based multiplayer game puts you up against fellow mail carriers who've gone postal",5,85
652,1885,Madden NFL 08 DVD - PC,-1.0,-1.0,1,4.1,91,52,16,5,7,9,0,16,0,0,0,0,1,6,2,1,0,"Customizable stats summaries
New intuitive mouse and keyboard controls
Control the lead blocker on running plays - Throw the perfect block to create a running lane, then take control of the tailback and rip off the big gain
Play your way to the Pro Football Hall of Fame by taking complete control of any position on the field
Bust out player-specific running styles matching those of real NFL players (e.g., smaller backs slash to break tackles, while bigger runners bowl over defenders in the open field). All-new jukes, cutbacks, and power moves",5,92
653,1887,Nancy Drew: Shadow at the Water's Edge - PC/Mac,-1.0,-1.0,1,4.4,158,120,6,7,15,6,10,2,0,0,0,0,17,2,1,1,0,"Take risks without starting over-the game as action will automatically return the player to the point before a fatal mistake
Play as Nancy Drew in a point-and-click mystery as you prepare to encounter her scariest case to date
Immerse yourself in Japanese culture by learning about origami, tea ceremonies, and calligraphy, and play fun Japanese mini-games such as pachinko and Sudoku
Create custom anime-style avatars for your in-game phone, and use it to take in-game pictures
Choose from two difficulty settings (Jr. or Sr. Detective) to allow players of all skill levels to solve the mystery",5,96
654,1888,Gothic Universe - PC,-1.0,-1.0,0,3.0,41,13,4,4,4,13,22,3,0,16,10,2007,2,2,0,1,0,"Follow an incredible story over the course of three intense games
3D action adventure with over 300 hours of exciting gameplay
Immerse yourself in the most realistic and fascinating game world possible
Liberation or annihilation - the fate of the world of Gothic lies in your hands!
Huge living and breathing environment reacting to the player's actions and creating endless choices of interaction",5,63
655,1892,Tiger Woods PGA Tour 2006 - PC,-1.0,-1.0,0,3.5,115,50,9,21,12,19,0,16,0,0,0,0,2,0,3,1,0,"Prove yourself as the greatest golfer ever in this fun golf simulation game
Create a golfer using the most advanced Game Face technology ever released
Battle through 5 classic periods of golf with Tiger Woods and other legends
New mini games, 19 licensed golfers, and 12 authentic PGA Tour courses
All-new Rival mode; new shot mechanics; new Gamebreaker Meter",5,59
656,1894,Resident Evil 5 - PC,-1.0,-1.0,1,4.0,127,69,20,17,7,11,80,1,5,0,0,0,1,1,2,1,0,"Fans that pick up the PC version will be the first to experience stereoscopic 3D out of screen effects as their living rooms are transformed into the world of Kijuju. (wireless 3D Vision glasses sold separately)
Chris Redfield, protagonist of the original Resident Evil and Resident Evil: Code Veronica, returns and is joined by new playable character Sheva Alomar, an African BSAA agent tasked with investigating the epidemic.
New cooperatively-focused gameplay revolutionizes the way that Resident Evil is played. Chris and Sheva must work together to survive new challenges and fight dangerous hordes of enemies.
Features groundbreaking graphics that utilize an advanced version of Capcom’s proprietary game engine, MT Framework, which powered the hit titles Devil May Cry 4, Lost Planet and Dead Rising.
Improved inventory system allows items to be traded between characters. To add to the intensity, all inventory management is done in real time; items can even be assigned to the directional pad for instant access.",5,159
657,1895,Riven: The Sequel to Myst - PC/Mac,-1.0,-1.0,0,3.7,160,72,20,40,9,17,1,1,0,0,0,0,11,7,1,1,0,0,0,0
658,1896,X-Blades - PC,-1.0,-1.0,0,3.8,25,13,2,2,4,2,48,1,0,0,0,0,1,1,2,1,0,"Absorbing fantasy story with spectacular landscapes and figures. Attractive heroine in Anime style. Learn to play easily - wide range of development possibilities.
Special mode for a heroine with demonic forces. Innovative Blade Gun for firing projectiles and for close combat. Role-playing elements to improve skills and enhance weapons.
Over 20 types of magic in different classes. Around 40 different scenarios (Indoor and Outdoor). Alternative endings, depending on player's actions.
Hidden Power-ups hook players to explore levels. Over 30 different classes of opponent. Powerful Boss opponents with fantastic design.
Cinematic stylistic devices like Bullet-Time. Various difficulty levels - from Beginner to Pro.",5,102
659,1897,Turok (PC),-1.0,-1.0,0,3.9,8,2,2,3,0,0,112,1,0,0,0,0,17,8,3,1,0,"1st person shooter, with dinosaurs as your main enemy
Includes 14 high tech weapons, like the Quad Rocket Launcher and the Atomic Fusion Cannon
You control Turok, who must take on the Campaigner and his highly evolved dino's.
The objective is to collect pieces of the Chronoscepter, which is the only weapon that can help to destory the Campaigner, and to stop him from using the power of the weapon to destroy the Lost Land.",4,75
661,1900,Elder Scrolls 4: Oblivion Collector's Edition - PC,-1.0,-1.0,1,4.2,129,81,18,6,16,6,41,3,0,0,0,0,10,1,1,1,0,"Live another life in a whole new world -- gamers can create and play any character they can imagine, from the noble warrior to the sinister assassin to the wizened sorcerer
First-person melee and magic systems bring first person role-playing to a new level of intensity
The groundbreaking new Radiant AI system gives Oblivion's characters full 24/7 schedules and the ability to make their own choices based on the world around them
Features over 1,000 non-player characters who come to life like never before -- facial animations, lip-synching, full speech, even unscripted conversations with each other
The enormous world of Oblivion is open, giving you short challenges and open-ended gameplay -- everything from fighting bandits to mixing potions",5,118
662,1901,The Sims Unleashed Expansion Pack - PC,-1.0,-1.0,1,4.3,273,202,21,10,8,30,0,7,0,0,0,0,3,1,1,1,0,"Go down to the neighborhood pet store and pick yourself up a pet -- make sure it's well-fed and treated right
Expanded neighborhoods let you explore all new areas -- tons of new houses, public parts, stores and more
All-new social interactions and career paths -- you can grow vegetables at a community garden or start a whole new career
Socialize with your pets and socialize them as you make your way through this all-new piece of Simworld!
This is an expansion pack to the original Sims game. Original Sims game must be already installed in your computer for this pack to function.",5,103
663,1904,NASCAR Racing: 2002 Season - PC,-1.0,-1.0,1,4.0,60,31,12,7,4,4,9,3,0,0,0,0,3,4,1,1,0,0,0,0
664,1905,Legends of Mystery PC,-1.0,-1.0,1,4.2,18,9,3,3,1,0,89,5,0,0,0,0,2,12,2,1,0,"Relic Hunt: Search for hidden treasures
The Three Musketeers: Constance Mission: Foil a plot against the Queen
Incredible Adventures of My Mom: Defeat the mob and rescue a kidnapped cop.
The Book of Desires : Expel the curse from the magic book.
Entwined: Strings of Deception: Solve a murder",5,49
665,1907,Cars Radiator Springs Adventures (Win/Mac),-1.0,-1.0,1,4.0,29,17,2,2,2,2,112,2,0,0,0,0,2,0,1,1,0,"Over 10 mini-games
Interact with your favorite characters from the film
Authentic voice talent from the movie
Help Mater hook up the junk cars & tow 'em all away
Steer your way through Sarge's crazy obstacle course",5,37
666,1909,World Poker Championship - PC,-1.0,-1.0,0,3.7,14,7,2,0,2,2,32,10,0,0,0,0,3,1,1,1,0,"Pick your favorite poker game - No Limit Texas Hold 'Em, 7 Card Stud, 5 Card Draw or Omaha Hold 'Em
Travel the world to find the best competition - The top gamblers on the planet await you at 6 international casinos - risk big to win big!
Use intimidation and pressure to win -- pick your spots and be aggressive as you try to win a spot at the final table
Use the Practice Mode tips and hints to master each game. Then use your finely tuned skills to win it all
Get tournament play-by-play commentary from expert in-game announcers",5,101
667,1910,Combat Flight Simulator 3: Battle for Europe,-1.0,-1.0,0,3.3,190,87,11,15,11,64,11,14,0,24,10,2002,3,1,0,1,0,"Choose to fly for the U.S., England, or the German Luftwaffe in 34 different and unique aircraft
You'll battle against tough AI-controlled opponents in the European Theatre Of Operations, or form squadrons with friends and go on cooperative missions
Switch positions between pilot, gunner or bombardier -- or fly in experimental jets that barely made it into combat
Reactive game world reponds to your presence -- trigger new events, unlock aircraft, and much more
Fantastic graphic displays with enhanced 3D modeling and textures, with realistic cloud and weather modeling make you feel like you're really 600 ft. in the air",5,100
668,1911,Dark Parables The Exiled Price - PC,-1.0,-1.0,0,3.9,16,7,2,3,2,0,112,2,0,0,0,0,17,0,1,1,0,"Bonus Adventure
Deluxe Strategy Guide
Extra Puzzles",3,7
669,1912,The Book of Unwritten Tales Addon: Critter Chronicles - PC,-1.0,-1.0,1,4.1,11,4,3,3,0,0,5,3,0,0,0,0,13,2,2,1,0,0,0,0
670,1916,Just Cause 2 - PC,-1.0,-1.0,0,3.9,150,82,24,9,13,21,21,1,0,0,0,0,1,1,1,1,0,"Multi-point vehicle movement: Every vehicle has multiple points inside and out to move between in real-time, not cut scenes, jumping between multiple positions on a single vehicle or to other vehicles¿ with over 100 vehicles
Air, land, water and underwater: Just Cause 2 delivers action everywhere from 500 feet above to 50 feet below through jungles, snowy mountainside, deserts, cities and more, with over 600 square miles to explore and destroy.
Nearly endless and open-ended game-play: From deep missions to small jobs, to free exploration, players follow the route they want when they want.
Grapple nearly everything within 200 feet, including enemies. Progressive destruction - vehicles, building, enemies, and landscape. Pull off amazing stunts with Rico's re-designed parachute.
Weapons galore: Single and dual handed weapons, rocket launchers, grenade launchers, explosives, and vehicle mounted weapons.",5,134
671,1917,Dream Day First Home - PC,-1.0,-1.0,0,3.9,54,27,9,7,3,5,20,2,0,0,0,0,1,1,1,1,0,"Unlimited, unrestricted gameplay.
Choose a Craftsman or Victorian home.
Overcome 6 Homeowner Crisis levels.
Find over 2,800 cleverly hidden objects.
Play 12 engaging mini-games.",5,24
672,1919,Lemmings Revolution - PC,-1.0,-1.0,0,3.0,19,3,3,6,3,3,112,1,0,0,0,0,3,4,1,1,0,0,0,0
673,1923,Left Behind Eternal Forces CD-ROM - PC,-1.0,-1.0,0,3.5,27,9,6,3,3,3,112,1,0,0,0,0,2,0,1,1,0,"Lead the Tribulation Force from the book series , including Rayford, Chloe, Buck and Bruce against Nicolae Carpathia - the AntiChrist.
Conduct physical & spiritual warfare: using the power of prayer to strengthen your troops in combat and wield modern military weaponry throughout the game world.
Recover ancient scriptures and witness spectacular Angelic and Demonic activity as a direct consequence of your choices.
Control more than 30 units types - from Prayer Warrior and Hellraiser to Spies, Special Forces and Battle Tanks across a breathtaking, authentic depiction of New York City.
Enjoy a robust single player experience across dozens of New York City maps in Story Mode or play multiplayer games as Tribulation Force or the AntiChrist's Global Community Peacekeepers with up to eight players via LAN or over the internet!",5,131
674,1924,Grand Theft Auto Trilogy,-1.0,-1.0,1,4.0,35,22,2,4,0,5,30,2,0,0,0,0,12,0,2,1,0,"Featuring three Grand Theft Auto titles, including Grand Theft Auto III, Vice City and San Andreas. Beginning with Grand Theft Auto III, you've been betrayed and left for dead.
Now you are taking revenge, unless the city gets you first. Mob bosses need a favor, crooked cops need help and street gangs want you dead. You will have to rob, steal and kill just to stay out of serious trouble.
You will have to rob, steal and kill just to stay out of serious trouble. In Grand Theft Auto: Vice City, you take to the streets and underground crime of the '80s.",3,102
675,1925,History Channel's Civil War: The Game - Great Battles,-1.0,-1.0,0,3.3,14,5,1,1,1,3,2,4,0,0,0,0,3,1,1,1,0,"Determine the destiny of a country in this historical action-adventure
Use your skills as a strategic thinker and a tactical commander
Calvary, musketeers, riflemen, cannons, 3D battlefields, and more
Civil War timeline; historical documents; 100s of real photographs
Preserve the Union or win independence for Dixie; for 1 or 2 players",5,51
676,1926,Monopoly 2008 [Old Version],-1.0,-1.0,1,4.1,150,82,30,21,10,6,8,13,0,11,9,2007,2,2,0,1,0,"Bright 3D Graphics
3 Opponent Difficulty Levels: First Time Buyer, Entrepreneur and Tycoon
""Cheat Proof"" Banking
Limitless Replayability
Fast-Moving Property Trades and Automatic Auctions",5,24
677,1929,Dragon Age: Inquisition -Standard Edition - PC [Digital Code],-1.0,-1.0,1,4.3,342,235,47,20,13,23,0,3,0,14,11,2014,9,0,0,1,0,0,0,0
678,1933,Luxor 5 Anniversary Edition - PC,-1.0,-1.0,1,4.0,63,31,16,4,6,3,13,5,0,0,0,0,8,10,1,1,0,"100 all-new Adventure Mode levels
Classic Luxor game play style with 25 all-new backgrounds & pathways
New bonus stage.
100 all-new Adventure Mode levels
Classic Luxor game play style with 25 all-new backgrounds & pathways
All-new Blast Mode lets you test your skills in two minutes!
4 difficulty levels: Easy, Medium, Hard & INSANE
20 Achievements to earn",8,58
679,1935,CSI: Miami - PC,-1.0,-1.0,1,4.0,56,31,9,3,5,5,1,2,0,16,11,2004,2,7,0,1,0,"Play as CSI - Miami personnel - CSI - Miami includes all of the show's characters and exclusive voice-over by the cast. Play as Horatio Caine, Calleigh Duquesne, Tim Speelde, Erik Delko, Medical Examiner Alexx Woods, Detective Yelina Salas or Valera in the lab
Authentic storylines and scripts - Critically acclaimed CSI author Max Allan Collins wrote scripts and all five new cases, taking players to a virtual CSI - Miami crime scene. Cases include - human remains found in an alligator, a suspicious night club death, a deceased millionaire and a sex surrogate found dead on a yacht. Each tangled case weaves together to create a surprising conclusion.
Four CSI - Miami locations - Authentically reproduced from the set, CSI - Miami includes four interactive locations. Examine evidence in the crime lab, interview suspects in the interrogation room, sit-in on autopsies in the morgue, and follow-up on leads in the homicide detective's office.
Forensic reconstructions and re-enactments - Forensic reconstructions taken directly from archived CSI - Miami footage puts players 'in the show'. Re-enactment cut scenes graphically portray key events as they are uncovered by the player.
New hands-on puzzle assembly - More intimate interaction with the evidence, including re-assembling torn or broken evidence and deciphering encrypted information.",5,209
680,1936,Taz: Wanted (Jewel Case) - PC,-1.0,-1.0,1,5.0,7,7,0,0,0,0,4,17,0,0,0,0,3,4,1,1,0,"Taz is on the loose!Product InformationYosemite Sam has hatched a devious, cunning plan to turn the island ofTasmania into a cheesy theme park. There is only one obstacle between Sam andultra-richness - the Tasmanian Devil!  So Taz is soon captured and broughtto the Yosemite Zoo.  Not surprisingly, Sam's zoo is no match for the furryhero and he must now find his way back home to Tasmania",1,66
681,1943,NHL 2004 - PC,-1.0,-1.0,1,4.0,37,22,4,3,3,4,56,16,0,0,0,0,3,1,1,1,0,"NHL Hockey simulation
Dynasty mode lets players take role of GM
39 new international leagues
New team-based moves
For 1 to 6 players; up to 12 players online",5,28
682,1947,Blair Witch Episode 1: Rustin Parr 1941 - PC,-1.0,-1.0,0,3.9,30,16,3,3,0,5,82,2,0,0,0,0,3,4,1,1,0,0,0,0
683,1949,3-D Ultra Pinball: Thrillride - PC/Mac,-1.0,-1.0,0,2.9,22,5,3,3,3,6,37,8,0,0,0,0,0,0,1,1,0,0,0,0
684,1952,Encore Silent Hunter 2 Compatible With Windows 95/98/Me/Xp,-1.0,-1.0,1,5.0,1,1,0,0,0,0,8,2,0,0,0,0,8,11,1,1,0,6,1,1
685,1953,School Tycoon - PC,-1.0,-1.0,1,4.1,61,37,7,4,3,7,109,4,0,0,0,0,3,1,1,1,0,"Decide the ideal layout for your campus, then add any of over 50 buildings - libraries, dorms, labs, cafeterias and more
Install revenue generators to make a heftier profit at your school - add snack machines, soda machines, gymnasiums and food service that keeps kids coming back for more
Manage your school effectively as you face 24 challenging scenarios
Go nuts & build the campus of your dreams in sandbox mode",4,71
686,1954,Rugrats Munchin Land - PC,-1.0,-1.0,1,4.1,4,3,0,0,0,0,25,17,0,0,0,0,3,4,1,1,0,0,0,0
687,1959,Battlefield Vietnam Redux - PC,-1.0,-1.0,0,3.1,26,9,2,4,4,6,0,1,0,0,0,0,3,1,1,1,0,"Team-based first person shooter set in the Vietnam war
Command powerful Vietnam-era vehicle -- F-4 Phantoms, transport helicopters, and more
Master the weapons of jungle warfare including pongee sticks and booby traps
Wage war online from dark jungles to villages on the Ho Chi Minh Trail
For 1 or more players over LAN or Internet",5,55
688,1960,Nancy Drew 75th Anniversary - PC,-1.0,-1.0,0,3.5,35,17,2,2,3,8,45,4,0,0,0,0,3,1,2,1,0,"Adventure game series based on the Nancy Drew detective books
Includes 5 best-selling titles
Collect clues, interview suspects, and crack each case
Games feature 360-degree 3-D graphics, in-game hints, and hours of gameplay
For 1 player",5,36
689,1963,Brothers in Arms: Road to Hill 30 - PC,-1.0,-1.0,1,4.2,102,58,18,16,4,4,1,4,0,0,0,0,2,7,2,1,0,"Intuitive squad controls that mimic realistic military tactics
Features a cast of over 20 real soldiers, each with their unique personality, appearance, and style
New AI system has allies & enemies use standard operating procedures of fire and maneuver to flank and kill their foes
Historically accurate, detailed battlefields, events, and equipment recreated from Army Signal Corps photos, Aerial Reconnaissance Imagery, and eyewitness accounts
Command 3-man teams in innovative battles of wits and skill",5,74
690,1964,Medal of Honor: Allied Assault - PC,-1.0,-1.0,1,4.0,353,208,52,21,35,35,0,1,0,23,1,2002,3,4,0,1,0,"Battle in over 20 missions as you accomplish yor mission objectives and turn back the Nazi tide
Over 21 different historically-accurate weapons -- from mounted machine guns to flame-throwers to stick grenades
Fully interactive environments allow you to use terrain as an advantage and destroy whatever is in your way
Special disguise mode lets you wear enemy uniforms and sneak around
Realistic battle action in the days of World War II!",5,71
691,1965,Mystery Case Files 9: Shadow Lake - Windows,-1.0,-1.0,0,3.5,11,4,1,1,1,1,2,5,0,0,0,0,8,2,2,1,0,"Explore the abandoned prison and uncover secrets
Find out what artifact was found under the prison in 1973 and how it's connected with present horrifying events
Multi-room hidden-object hunting",3,29
692,1967,Adventure Mysteries Triple Pack (PC CD),-1.0,-1.0,0,3.8,31,14,6,3,0,6,96,5,0,0,0,0,17,0,1,1,0,"Use your detective skills to uncover over 1000 hidden objects
Casino mini-games include cards, slots and bingo
Features 16 challenging road trips and unlockable bonus rounds
Over 100 levels of original gameplay with breathtaking sights
Uncover 100’s of hidden objects to help solve the case
Solve a series of challenging puzzles to indentify the thief's next target",6,57
693,1968,Tom Clancy's Splinter Cell - PC,-1.0,-1.0,1,4.1,89,52,10,17,0,7,1,1,0,0,0,0,3,1,1,1,0,"ESRB Rating: Mature
Genre: Shooter
Mission: You are an army of one in this game that puts you deep in the middle of enemy territory
Platform: Windows 98/Me/2000/XP",4,28
694,1971,Reel Deal Slots American Adventure,-1.0,-1.0,0,3.8,75,27,17,21,4,4,43,12,0,0,0,0,8,10,2,2,0,Reel Deal Slots American Adventure,1,5
695,1972,Prince of Persia: The Forgotten Sands - PC,-1.0,-1.0,1,4.0,44,25,3,6,3,4,1,2,0,0,0,0,1,1,2,1,0,"From huge-scale multi-enemy combat to dizzying feats of acrobatic prowess in gigantic environments enhanced by the Prince’s ability to control nature and time, The Forgotten Sands will push the Prince’s prodigious abilities to a not-yet-seen level.
With all-out war at the gates of the kingdom, the Prince’s abilities will be challenged like never before through the course of epic wow moments, be it by scaling a castle tower collapsing under bombardment or combating foes hundreds of feet tall.
Wielding powers of nature and time, the Prince will have unparalleled mastery over his environment and his enemies. The Prince will discover that harnessing the forces of nature itself will prove to be a devastating companion to his ability to rewind time.
Powered by the Anvil Engine used for Assassin’s Creed 2, The Forgotten Sands promises to bring a Prince of Persia experience like never before seen.  Battle hordes of enemies at once, explore life-like settings, and experience a more powerful Prince.
Set between Prince of Persia – The Sands of Time and Warrior Within, The Forgotten Sands provides fans with a new chapter in the saga of the Prince, and an opportunity to deepen their understanding of the events from this series.",5,201
696,1975,Super Collapse 2 - PC (Jewel case),-1.0,-1.0,1,4.2,11,8,0,0,2,0,13,1,9,0,0,0,10,11,1,1,0,"For Windows 98,ME,NT,2000,XP/ Macintosh 10.1 OR HIGHER
Has ESRB rating of E for Everyone",2,14
697,1976,Hot Rod: Garage to Glory - PC,-1.0,-1.0,1,4.0,6,3,0,1,0,0,32,14,0,0,0,0,2,0,1,1,0,"A ""Multiplayer"" option allows up to six players to race two at a time using a LAN, or on Internet via GameSpy.
Customize 40 hot rods with a choice of decals, paint, and tuning parts
Test your driving prowess on 10 drag strips
Earn cash from each race or grudge match to purchase new engines, body parts, and more",4,59
